Date,AAPL
2008-12-10,4.5600
2008-12-11,4.3700
2008-12-12,4.2900
2008-12-15,4.3800
2008-12-16,4.5100
2008-12-17,4.6900
2008-12-18,4.4200
2008-12-19,4.9300
2008-12-22,4.8300
2008-12-23,4.6600
2008-12-24,4.4800
2008-12-26,4.2600
2008-12-29,4.6100
2008-12-30,4.5600
2008-12-31,4.4500
2009-01-02,4.7400
2009-01-05,5.0000
2009-01-06,5.3300
2009-01-07,4.9500
2009-01-08,5.0200
2009-01-09,4.7600
2009-01-12,4.4000
2009-01-13,4.3700
2009-01-14,4.0900
2009-01-15,4.2700
2009-01-16,4.5000
2009-01-20,4.3000
2009-01-21,4.2400
2009-01-22,4.2100
2009-01-23,4.0100
2009-01-26,4.0500
2009-01-27,4.1000
2009-01-28,4.3500
2009-01-29,4.1500
2009-01-30,4.0400
2009-02-02,3.8500
2009-02-03,3.9100
2009-02-04,3.8900
2009-02-05,4.0000
2009-02-06,4.0000
2009-02-09,4.0500
2009-02-10,3.8500
2009-02-11,3.7100
2009-02-12,3.8200
2009-02-13,3.8900
2009-02-17,3.9600
2009-02-18,3.5500
2009-02-19,3.5300
2009-02-20,3.3300
2009-02-23,3.2500
2009-02-24,3.4800
2009-02-25,3.7500
2009-02-26,3.7000
2009-02-27,3.5100
2009-03-02,3.1400
2009-03-03,3.2500
2009-03-04,3.5700
2009-03-05,3.4000
2009-03-06,3.4300
2009-03-09,3.2100
2009-03-10,3.6000
2009-03-11,3.5000
2009-03-12,3.8700
2009-03-13,3.9600
2009-03-16,3.8100
2009-03-17,4.3000
2009-03-18,4.4400
2009-03-19,4.2800
2009-03-20,4.5000
2009-03-23,5.1000
2009-03-24,4.8900
2009-03-25,4.5900
2009-03-26,4.6500
2009-03-27,5.0500
2009-03-30,4.5500
2009-03-31,4.9300
2009-04-01,5.3600
2009-04-02,6.0600
2009-04-03,6.0600
2009-04-06,6.0000
2009-04-07,5.8500
2009-04-08,6.6400
2009-04-09,7.6400
2009-04-13,7.7200
2009-04-14,7.3600
2009-04-15,7.8100
2009-04-16,7.5900
2009-04-17,7.2200
2009-04-20,6.8600
2009-04-21,6.9400
2009-04-22,7.0500
2009-04-23,7.2200
2009-04-24,7.5900
2009-04-27,7.4000
2009-04-28,7.3000
2009-04-29,7.6200
2009-04-30,7.7100
2009-05-01,7.4400
2009-05-04,7.8600
2009-05-05,7.8200
2009-05-06,7.6900
2009-05-07,7.5700
2009-05-08,7.8400
